date,campaign_id,campaign_name,campaign_type,targeting_type,asin,impressions,clicks,spend,orders,sales
2026-01-01,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4244,17,17.16,2,179.57
2026-03-29,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,12962,66,51.74,8,74.24
2026-03-29,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1980,12,11.52,1,55.23
2026-03-29,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2593,14,9.48,1,26.79
2026-03-29,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2645,15,13.86,1,17.08
2026-03-29,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,3235,9,12.02,0,0.0
2026-03-29,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,6423,20,24.82,0,0.0
2026-03-29,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1134,6,6.4,0,0.0
2026-03-29,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,565,2,2.29,0,0.0
2026-03-29,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,395,1,1.3,0,0.0
2026-03-29,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3353,20,10.62,1,97.25
2026-03-30,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,2865,10,8.95,2,180.69
2026-03-30,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2286,14,9.91,4,210.56
2026-03-30,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,5552,22,13.39,3,30.77
2026-03-30,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2605,15,14.25,1,55.97
2026-03-30,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3541,18,12.65,5,123.95
2026-03-30,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2853,15,12.26,1,17.03
2026-03-30,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,11061,21,32.49,0,0.0
2026-03-30,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,7278,31,36.43,1,39.14
2026-03-30,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1374,8,6.78,0,0.0
2026-03-30,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,771,2,2.67,0,0.0
2026-03-30,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,414,1,1.32,0,0.0
2026-03-30,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2861,13,7.15,1,95.62
2026-03-31,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,3957,19,18.52,1,85.41
2026-03-31,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,0,0,0.0,0,0.0
2026-03-31,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,0,0,0.0,0,0.0
2026-03-31,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2147,10,10.74,1,61.33
2026-03-31,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4301,19,14.9,2,51.12
2026-03-31,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,1368,6,5.51,0,0.0
2026-03-31,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,7311,15,23.71,0,0.0
2026-03-31,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,0,0,0.0,0,0.0
2026-03-31,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,770,5,4.49,1,64.39
2026-03-31,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,308,1,1.31,0,0.0
2026-03-31,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1122,3,3.14,0,0.0
2026-03-31,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,1633,9,5.16,2,204.12
2026-04-01,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,9129,34,27.2,1,89.22
2026-04-01,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2365,10,7.68,2,91.57
2026-04-01,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,5062,21,14.59,4,36.82
2026-04-01,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2001,13,12.16,4,253.87
2026-04-01,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3375,17,11.43,2,51.03
2026-04-01,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2218,10,8.31,1,16.88
2026-04-01,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,6624,12,17.26,0,0.0
2026-04-01,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2479,7,8.27,0,0.0
2026-04-01,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1130,5,5.03,0,0.0
2026-04-01,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,404,2,2.87,1,84.16
2026-04-01,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,386,1,1.26,0,0.0
2026-04-01,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2952,12,7.1,0,0.0
2026-04-02,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,9375,46,37.6,5,491.52
2026-04-02,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,0,0,0.0,0,0.0
2026-04-02,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,6222,30,20.27,1,9.19
2026-04-02,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1067,5,4.29,1,55.23
2026-04-02,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,7324,44,31.81,2,51.62
2026-04-02,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2990,18,16.61,2,36.31
2026-04-02,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,0,0,0.0,0,0.0
2026-04-02,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3837,19,22.26,0,0.0
2026-04-02,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2514,14,10.91,1,66.8
2026-04-02,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1042,5,6.8,1,94.59
2026-04-02,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,585,2,2.13,0,0.0
2026-04-02,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4061,20,10.41,2,203.72
2026-04-03,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,15588,52,41.66,7,602.14
2026-04-03,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2158,9,6.59,0,0.0
2026-04-03,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,10776,31,21.33,4,37.46
2026-04-03,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1212,5,4.42,0,0.0
2026-04-03,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,7207,33,20.33,0,0.0
2026-04-03,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4985,33,30.87,1,17.84
2026-04-03,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,2746,8,11.36,0,0.0
2026-04-03,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3683,14,15.81,0,0.0
2026-04-03,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1496,7,6.89,1,67.06
2026-04-03,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,918,3,4.21,0,0.0
2026-04-03,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1121,4,4.87,0,0.0
2026-04-03,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,3038,18,9.09,1,110.33
2026-04-04,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,22589,114,89.38,5,443.57
2026-04-04,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2220,13,9.27,0,0.0
2026-04-04,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,2993,15,10.77,0,0.0
2026-04-04,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2639,17,19.0,3,183.8
2026-04-04,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3405,11,7.89,0,0.0
2026-04-04,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4912,23,16.2,2,34.28
2026-04-04,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,9152,17,22.53,0,0.0
2026-04-04,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4386,19,19.9,0,0.0
2026-04-04,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1669,12,11.29,2,150.1
2026-04-04,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,388,1,1.1,0,0.0
2026-04-04,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,555,2,2.59,0,0.0
2026-04-04,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2670,12,7.18,1,106.18
2026-04-05,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4834,27,23.58,1,98.2
2026-04-05,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1549,7,5.18,1,48.15
2026-04-05,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,1962,6,4.26,0,0.0
2026-04-05,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,4597,23,25.12,2,125.42
2026-04-05,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2019,11,7.34,1,27.74
2026-04-05,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3333,15,12.24,1,17.48
2026-04-05,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,1946,3,4.78,0,0.0
2026-04-05,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4599,16,15.53,0,0.0
2026-04-05,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1114,5,4.96,0,0.0
2026-04-05,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1304,4,4.82,1,94.5
2026-04-05,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,0,0,0.0,0,0.0
2026-04-05,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4375,26,13.66,3,302.82
2026-04-06,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,7865,46,40.16,6,565.45
2026-04-06,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,3085,20,15.49,4,189.02
2026-04-06,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,4311,18,10.32,1,9.13
2026-04-06,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2985,23,21.48,2,123.29
2026-04-06,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3989,23,15.19,3,77.48
2026-04-06,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,1870,12,11.33,1,16.03
2026-04-06,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,16746,33,45.78,1,38.03
2026-04-06,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,3577,17,17.71,0,0.0
2026-04-06,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1364,7,7.4,1,76.53
2026-04-06,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1408,4,5.39,1,91.42
2026-04-06,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,198,1,1.35,0,0.0
2026-04-06,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,5519,22,12.78,2,219.76
2026-04-07,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,10428,54,47.12,5,480.63
2026-04-07,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1694,11,7.2,0,0.0
2026-04-07,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,9249,42,23.64,7,65.79
2026-04-07,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,0,0,0.0,0,0.0
2026-04-07,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,7045,31,20.22,3,87.11
2026-04-07,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4545,21,17.35,3,54.47
2026-04-07,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,6595,11,16.89,0,0.0
2026-04-07,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,0,0,0.0,0,0.0
2026-04-07,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,2578,11,10.21,0,0.0
2026-04-07,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1039,3,4.0,1,84.66
2026-04-07,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,540,2,2.05,0,0.0
2026-04-07,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,4263,16,9.01,0,0.0
2026-04-08,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,5496,22,20.4,1,85.35
2026-04-08,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,2296,14,11.75,2,98.23
2026-04-08,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,4289,19,14.21,2,20.1
2026-04-08,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1300,7,6.95,0,0.0
2026-04-08,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2495,9,7.53,3,85.53
2026-04-08,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3394,21,14.63,4,68.79
2026-04-08,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,7112,16,24.08,0,0.0
2026-04-08,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,6368,28,33.14,0,0.0
2026-04-08,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1272,8,7.63,0,0.0
2026-04-08,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1228,4,5.71,0,0.0
2026-04-08,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,613,2,2.18,0,0.0
2026-04-08,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,7817,33,20.4,4,449.25
2026-04-09,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,5068,25,18.08,3,271.72
2026-04-09,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1631,11,8.03,0,0.0
2026-04-09,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,9667,40,30.43,5,49.53
2026-04-09,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,3585,26,28.94,1,57.59
2026-04-09,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,7296,39,29.72,3,79.9
2026-04-09,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4264,19,18.08,2,31.06
2026-04-09,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5842,10,15.0,0,0.0
2026-04-09,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4327,21,23.52,0,0.0
2026-04-09,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1273,9,9.32,0,0.0
2026-04-09,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,894,4,4.23,0,0.0
2026-04-09,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,314,1,1.12,0,0.0
2026-04-09,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,0,0,0.0,0,0.0
2026-04-10,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,8243,41,39.21,0,0.0
2026-04-10,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,0,0,0.0,0,0.0
2026-04-10,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,3820,18,12.53,3,28.87
2026-04-10,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,2786,16,17.2,1,58.52
2026-04-10,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2840,16,10.32,2,55.33
2026-04-10,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3238,15,11.99,4,62.1
2026-04-10,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,5302,9,12.7,0,0.0
2026-04-10,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,5702,21,20.88,0,0.0
2026-04-10,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1864,11,10.22,1,69.44
2026-04-10,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,650,2,2.84,0,0.0
2026-04-10,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1044,4,4.87,1,30.13
2026-04-10,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,978,4,2.21,1,98.49
2026-04-11,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,4893,17,17.19,0,0.0
2026-04-11,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1301,8,6.35,0,0.0
2026-04-11,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,6776,34,21.18,4,42.58
2026-04-11,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,4311,28,30.13,2,116.47
2026-04-11,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4106,17,12.57,1,27.4
2026-04-11,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4351,21,18.99,3,47.93
2026-04-11,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,4277,9,13.9,0,0.0
2026-04-11,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,0,0,0.0,0,0.0
2026-04-11,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,504,3,2.56,1,74.3
2026-04-11,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,932,3,3.2,0,0.0
2026-04-11,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,464,2,2.06,0,0.0
2026-04-11,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2226,14,7.26,3,342.35
2026-04-12,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,10268,59,53.33,4,368.91
2026-04-12,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,877,6,4.96,1,48.45
2026-04-12,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,10439,53,35.68,7,71.42
2026-04-12,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,4530,26,27.22,4,238.6
2026-04-12,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,2270,14,9.5,2,56.84
2026-04-12,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,3240,13,12.27,0,0.0
2026-04-12,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,9123,15,19.17,0,0.0
2026-04-12,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4881,16,16.92,0,0.0
2026-04-12,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1283,7,6.98,0,0.0
2026-04-12,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,1170,5,7.14,0,0.0
2026-04-12,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,706,2,2.4,0,0.0
2026-04-12,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2676,17,9.09,1,101.01
2026-04-13,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,0,0,0.0,0,0.0
2026-04-13,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1006,5,4.26,1,53.28
2026-04-13,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,5031,22,13.42,0,0.0
2026-04-13,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1145,7,6.21,0,0.0
2026-04-13,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,3756,15,11.02,0,0.0
2026-04-13,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,2823,18,15.98,0,0.0
2026-04-13,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,0,0,0.0,0,0.0
2026-04-13,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,2958,13,13.44,0,0.0
2026-04-13,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,973,6,5.31,0,0.0
2026-04-13,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,932,3,3.13,0,0.0
2026-04-13,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,596,2,2.34,0,0.0
2026-04-13,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,2483,14,8.17,1,100.66
2026-04-14,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,6750,33,31.83,3,293.76
2026-04-14,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,1422,8,6.77,1,48.46
2026-04-14,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,10695,48,28.23,8,73.46
2026-04-14,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,1369,9,8.27,1,59.3
2026-04-14,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,12537,77,60.79,6,169.0
2026-04-14,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,4348,19,15.08,1,17.18
2026-04-14,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,6913,19,24.7,0,0.0
2026-04-14,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4728,14,14.37,0,0.0
2026-04-14,C-1009,SP | Manual | Kitchen Launch,Sponsored Products,Manual,B0GDNTQUXZ,1956,9,8.1,0,0.0
2026-04-14,C-1010,SB | Brand | AuroraTech,Sponsored Brands,Keyword,B0R5E97R3C,787,3,4.29,0,0.0
2026-04-14,C-1011,SB | Brand | Nordic Home,Sponsored Brands,Keyword,B0SFWKQDD5,1056,3,3.37,0,0.0
2026-04-14,C-1012,SD | Retargeting | Electronics,Sponsored Display,Views remarketing,B0NL5Q5CZM,1439,9,5.91,2,227.6
2026-04-15,C-1001,SP | Auto | Electronics Catch-All,Sponsored Products,Auto,B0R5E97R3C,3528,16,15.15,2,191.49
2026-04-15,C-1002,SP | Manual | Office Hero SKU,Sponsored Products,Manual,B0E48MCY15,7075,45,33.04,3,146.5
2026-04-15,C-1003,SP | Auto | Toys Discovery,Sponsored Products,Auto,B0C9DBLSN2,6423,23,16.52,1,9.49
2026-04-15,C-1004,SP | Manual | Home & Kitchen Brand Defense,Sponsored Products,Manual,B0DDA4EXPW,3742,23,19.04,3,192.09
2026-04-15,C-1005,SP | Auto | Pet Supplies,Sponsored Products,Auto,B0LD11QTH5,4159,14,10.89,1,26.63
2026-04-15,C-1006,SP | Manual | Sports & Outdoors,Sponsored Products,Manual,B0SSL9ZZJT,6864,37,32.44,0,0.0
2026-04-15,C-1007,SP | Auto | Beauty Explorers,Sponsored Products,Auto,B0KMG3BBNV,15228,32,49.07,0,0.0
2026-04-15,C-1008,SP | Auto | Electronics Diversification,Sponsored Products,Auto,B055PLDLF8,4649,21,20.22,0,0.0
