order_id,order_date,order_time,order_status,fulfillment_channel,sales_channel,ship_service_level,customer_id,ship_state,ship_city,ship_postal,ship_country,currency,shipping_fee,promotion_discount,order_total
114-8826778-1141285,2025-10-03,04:02:30,Shipped,FBA,Amazon.com,Two-Day,CUST-00642,TX,Houston,83010,US,USD,0.0,5.97,98.09
114-9336274-5396971,2025-10-03,00:18:05,Shipped,FBA,Amazon.com,Expedited,CUST-00790,CO,Riverside,53522,US,USD,0.0,0.0,78.84
114-9455389-8232901,2025-10-03,15:34:23,Shipped,FBA,Amazon.com,Standard,CUST-01582,UT,Fairview,13313,US,USD,0.0,0.0,141.08
114-9471318-7973599,2025-10-03,14:20:13,Shipped,FBA,Amazon.com,Expedited,CUST-00428,TX,El Paso,23926,US,USD,0.0,0.0,129.12
114-4799605-6476889,2025-10-04,02:20:21,Shipped,FBA,Amazon.com,Expedited,CUST-01610,RI,Springfield,72456,US,USD,0.0,0.0,53.23
114-8051963-7296953,2025-10-04,17:04:13,Shipped,FBM,Amazon.com,Scheduled,CUST-00425,WI,Fairview,43729,US,USD,7.53,3.44,43.62
114-9762895-1296835,2025-10-04,13:11:23,Shipped,FBA,Amazon.com,Standard,CUST-01462,WA,Tacoma,94536,US,USD,0.0,0.0,39.53
114-5283351-5833630,2025-10-05,11:38:44,Shipped,FBA,Amazon.com,Two-Day,CUST-00626,CO,Centerville,49669,US,USD,0.0,0.0,86.28
114-5372731-4521464,2025-10-05,06:58:33,Shipped,FBA,Amazon.com,Standard,CUST-01497,MT,Springfield,64511,US,USD,0.0,0.0,185.25
114-6352593-3152041,2025-10-05,01:52:09,Shipped,FBA,Amazon.com,Two-Day,CUST-00256,AZ,Scottsdale,59592,US,USD,0.0,12.63,77.1
114-7335531-3346389,2025-10-05,03:39:28,Shipped,FBA,Amazon.com,Expedited,CUST-00446,MD,Springfield,87736,US,USD,0.0,0.0,142.12
114-7368799-4660541,2025-10-05,14:24:54,Shipped,FBA,Amazon.com,Two-Day,CUST-00851,SC,Centerville,73234,US,USD,0.0,0.0,59.71
114-7490167-7070328,2025-10-05,11:01:05,Shipped,FBM,Amazon.com,Standard,CUST-00259,TX,Fort Worth,74486,US,USD,7.58,0.0,27.44
114-4116654-5607228,2025-10-06,18:38:40,Canceled,FBA,Amazon.com,Two-Day,CUST-00615,CO,Riverside,66899,US,USD,0.0,0.0,37.03
114-4593330-8410501,2025-10-06,18:12:54,Shipped,FBA,Amazon.com,Standard,CUST-01026,DC,Springfield,30760,US,USD,0.0,0.0,32.0
114-7128954-6826709,2025-10-06,01:23:22,Shipped,FBA,Amazon.com,Standard,CUST-00029,DE,Riverside,33081,US,USD,0.0,0.0,123.32
114-7705326-1371368,2025-10-06,08:40:43,Shipped,FBM,Amazon.com,Standard,CUST-01446,NY,Rochester,31049,US,USD,6.83,0.0,539.52
114-4512465-2977718,2025-10-07,11:05:37,Pending,FBA,Amazon.com,Standard,CUST-01324,GA,Savannah,28162,US,USD,0.0,0.0,190.86
114-9493615-2061027,2025-10-07,07:35:50,Shipped,FBA,Amazon.com,Two-Day,CUST-00824,OH,Toledo,72027,US,USD,0.0,0.0,116.26
114-2320700-5983135,2025-10-08,09:16:29,Shipped,FBA,Amazon.com,Standard,CUST-01230,MO,Georgetown,20673,US,USD,0.0,0.0,42.18
114-2410042-2346651,2025-10-08,13:53:33,Shipped,FBA,Amazon.com,Standard,CUST-00778,NV,Riverside,48554,US,USD,0.0,0.0,136.52
114-3387832-7012532,2025-10-08,04:06:20,Shipped,FBA,Amazon.com,Two-Day,CUST-00663,CT,Georgetown,88059,US,USD,0.0,0.0,28.36
114-4325224-7332082,2025-10-08,21:10:11,Shipped,FBA,Amazon.com,Expedited,CUST-00489,TX,San Antonio,67788,US,USD,0.0,0.0,197.38
114-6498604-5926379,2025-10-08,23:16:24,Shipped,FBA,Amazon.com,Two-Day,CUST-00350,CA,San Francisco,82151,US,USD,0.0,11.88,301.66
114-2442367-7339320,2025-10-09,16:15:40,Shipped,FBA,Amazon.com,Standard,CUST-00222,IL,Springfield,22190,US,USD,0.0,0.0,65.33
114-3750233-1543922,2025-10-09,05:15:45,Shipped,FBM,Amazon.com,Standard,CUST-01523,IL,Naperville,68062,US,USD,5.13,0.0,67.13
114-5471354-4770010,2025-10-09,19:57:49,Shipped,FBA,Amazon.com,Standard,CUST-00110,UT,Fairview,65836,US,USD,0.0,0.0,86.85
114-8102763-1719623,2025-10-09,15:20:53,Shipped,FBA,Amazon.com,Two-Day,CUST-00468,NJ,Paterson,41524,US,USD,0.0,0.0,103.35
114-1113458-1561731,2025-10-10,09:39:19,Shipped,FBA,Amazon.com,Two-Day,CUST-00261,SC,Springfield,74694,US,USD,0.0,0.0,50.79
114-1456774-5242364,2025-10-10,18:41:21,Shipped,FBA,Amazon.com,Two-Day,CUST-01481,MD,Riverside,89102,US,USD,0.0,0.0,110.45
114-3460905-7400252,2025-10-10,14:46:09,Shipped,FBM,Amazon.com,Expedited,CUST-00409,TX,San Antonio,90713,US,USD,6.24,0.0,70.04
114-4245735-8053366,2025-10-10,22:29:51,Shipped,FBA,Amazon.com,Expedited,CUST-00532,NC,Greensboro,33500,US,USD,0.0,0.0,149.84
114-6154357-8312178,2025-10-10,19:07:15,Canceled,FBA,Amazon.com,Two-Day,CUST-00803,MI,Grand Rapids,73176,US,USD,0.0,4.12,35.41
114-8111541-6532106,2025-10-10,01:26:07,Shipped,FBM,Amazon.com,Standard,CUST-00258,MO,Springfield,33908,US,USD,6.83,0.0,192.31
114-8368490-8807275,2025-10-10,12:10:04,Shipped,FBA,Amazon.com,Two-Day,CUST-00707,MD,Riverside,18526,US,USD,0.0,0.0,21.36
114-5295429-5405291,2025-10-11,14:01:39,Shipped,FBA,Amazon.com,Expedited,CUST-01550,OK,Centerville,51996,US,USD,0.0,8.87,149.98
114-6247713-2424447,2025-10-11,00:53:12,Shipped,FBA,Amazon.com,Two-Day,CUST-00858,TX,San Antonio,13018,US,USD,0.0,0.0,12.23
114-6444426-1278043,2025-10-11,00:06:54,Shipped,FBA,Amazon.com,Standard,CUST-00260,CA,Los Angeles,46977,US,USD,0.0,1.79,233.01
114-7691642-1230539,2025-10-11,05:18:54,Shipped,FBA,Amazon.com,Two-Day,CUST-00369,MS,Riverside,36894,US,USD,0.0,0.0,75.87
114-8833403-9998667,2025-10-11,08:45:29,Canceled,FBA,Amazon.com,Standard,CUST-00557,MO,Georgetown,51071,US,USD,0.0,0.0,90.3
114-9741256-7961284,2025-10-11,08:55:19,Shipped,FBM,Amazon.com,Expedited,CUST-00309,CA,San Diego,21247,US,USD,5.15,0.0,34.92
114-9842479-5761675,2025-10-11,15:17:23,Shipped,FBA,Amazon.com,Two-Day,CUST-00605,MA,Worcester,64580,US,USD,0.0,0.0,25.59
114-1600952-4951960,2025-10-12,21:00:52,Shipped,FBM,Amazon.com,Standard,CUST-00708,RI,Riverside,98864,US,USD,6.11,0.0,507.29
114-4417878-7420561,2025-10-12,05:57:25,Canceled,FBM,Amazon.com,Standard,CUST-00790,CO,Riverside,53522,US,USD,7.32,0.0,55.44
114-5551579-5685098,2025-10-12,11:42:58,Shipped,FBM,Amazon.com,Standard,CUST-00345,MI,Detroit,42075,US,USD,5.89,0.0,113.83
114-6540402-5289026,2025-10-12,19:43:48,Shipped,FBA,Amazon.com,Two-Day,CUST-00078,SC,Centerville,43029,US,USD,0.0,4.87,45.41
114-7653694-9698049,2025-10-12,14:16:34,Shipped,FBA,Amazon.com,Two-Day,CUST-00722,MA,Boston,87710,US,USD,0.0,0.0,22.81
114-8935481-2151879,2025-10-12,15:15:18,Shipped,FBA,Amazon.com,Standard,CUST-00161,HI,Centerville,51471,US,USD,0.0,0.0,107.91
114-8990239-5794514,2025-10-12,18:15:16,Shipped,FBA,Amazon.com,Two-Day,CUST-00243,GA,Augusta,51533,US,USD,0.0,0.0,42.5
114-1167461-2855497,2025-10-13,07:51:24,Shipped,FBA,Amazon.com,Two-Day,CUST-01188,AK,Centerville,78044,US,USD,0.0,2.34,61.57
114-1484388-8657036,2025-10-13,08:59:24,Shipped,FBA,Amazon.com,Standard,CUST-00827,GA,,79550,US,USD,0.0,0.0,147.71
114-2292432-4354243,2025-10-13,08:25:01,Shipped,FBA,Amazon.com,Two-Day,CUST-01748,UT,Fairview,84261,US,USD,0.0,0.0,158.85
114-2867149-2567420,2025-10-13,22:52:02,Shipped,FBA,Amazon.com,Two-Day,CUST-00754,WY,Riverside,72185,US,USD,0.0,0.0,43.2
114-5287055-8526850,2025-10-13,08:04:41,Shipped,FBA,Amazon.com,Expedited,CUST-01323,WA,Seattle,60246,US,USD,0.0,4.7,107.2
114-6952222-5309910,2025-10-13,07:53:08,Shipped,FBA,Amazon.com,Two-Day,CUST-00711,MD,Riverside,16155,US,USD,0.0,0.0,119.6
114-9352271-3026573,2025-10-13,11:41:54,Shipped,FBA,Amazon.com,Standard,CUST-00690,ND,Riverside,49926,US,USD,0.0,0.0,110.91
114-2051615-8123804,2025-10-14,21:08:01,Shipped,FBA,Amazon.com,Two-Day,CUST-00014,NY,Syracuse,15286,US,USD,0.0,0.0,70.28
114-2175979-8005284,2025-10-14,09:05:19,Shipped,FBA,Amazon.com,Two-Day,CUST-01591,WA,Seattle,37165,US,USD,0.0,0.0,134.32
114-3690713-2655138,2025-10-14,11:25:10,Pending,FBM,Amazon.com,Standard,CUST-00693,ND,Springfield,73201,US,USD,5.45,0.0,113.36
114-9994992-8127697,2025-10-14,12:15:13,Shipped,FBA,Amazon.com,Two-Day,CUST-01193,PA,Pittsburgh,69486,US,USD,0.0,0.0,15.31
114-3239535-1287658,2025-10-15,16:51:19,Unshipped,FBM,Amazon.com,Standard,CUST-01560,PA,Erie,49353,US,USD,5.53,0.0,89.64
114-5087533-4577137,2025-10-15,03:01:59,Shipped,FBA,Amazon.com,Standard,CUST-00457,ME,Georgetown,25212,US,USD,0.0,17.86,220.77
114-7611347-4290133,2025-10-15,08:50:25,Shipped,FBA,Amazon.com,Standard,CUST-01336,WI,Riverside,44669,US,USD,0.0,0.0,82.5
114-9175938-1016421,2025-10-15,04:49:41,Shipped,FBA,Amazon.com,Two-Day,CUST-00313,WI,Riverside,90997,US,USD,0.0,4.94,168.36
114-9993251-4172570,2025-10-15,13:09:57,Pending,FBA,Amazon.com,Two-Day,CUST-01330,OK,Fairview,30875,US,USD,0.0,0.0,93.57
114-1461792-3027565,2025-10-16,16:14:56,Shipped,FBM,Amazon.com,Standard,CUST-01248,NV,Riverside,67310,US,USD,4.56,0.0,93.26
114-2366435-9152593,2025-10-16,22:24:00,Shipped,FBA,Amazon.com,Two-Day,CUST-00225,NY,Syracuse,56665,US,USD,0.0,0.0,61.86
114-2856961-4686394,2025-10-16,23:19:00,Pending,FBM,Amazon.com,Expedited,CUST-00080,WI,Georgetown,89829,US,USD,5.35,0.0,125.64
114-4538150-2964885,2025-10-16,00:51:36,Shipped,FBA,Amazon.com,Two-Day,CUST-00181,OH,Cleveland,77388,US,USD,0.0,0.0,186.55
114-7706676-8737920,2025-10-16,02:37:22,Shipped,FBA,Amazon.com,Two-Day,CUST-01798,CA,San Diego,94929,US,USD,0.0,0.0,68.68
114-8333995-4845372,2025-10-16,16:57:09,Shipped,FBA,Amazon.com,Standard,CUST-01558,SC,Fairview,87088,US,USD,0.0,0.0,220.87
114-6463031-9431822,2025-10-17,01:29:40,Pending,FBM,Amazon.com,Scheduled,CUST-01746,MO,Springfield,16411,US,USD,7.97,0.0,149.74
114-7127224-2336917,2025-10-17,15:23:36,Shipped,FBA,Amazon.com,Standard,CUST-00593,SD,Centerville,88275,US,USD,0.0,0.0,34.97
114-7573456-3483526,2025-10-17,15:06:04,Shipped,FBA,Amazon.com,Standard,CUST-00311,MI,Grand Rapids,81620,US,USD,0.0,0.0,13.62
114-9968320-4940961,2025-10-17,17:26:35,Shipped,FBA,Amazon.com,Standard,CUST-01481,MD,Riverside,89102,US,USD,0.0,0.0,15.31
114-1306759-8995867,2025-10-18,08:54:09,Shipped,FBA,Amazon.com,Two-Day,CUST-00563,MD,Riverside,13631,US,USD,0.0,0.0,56.08
114-1697733-8354140,2025-10-18,07:28:10,Shipped,FBA,Amazon.com,Standard,CUST-00828,MN,Centerville,77490,US,USD,0.0,8.08,276.28
114-1827548-6029882,2025-10-18,10:50:25,Shipped,FBA,Amazon.com,Two-Day,CUST-00523,NH,Fairview,13835,US,USD,0.0,0.0,32.0
114-2459729-3685450,2025-10-18,13:45:26,Shipped,FBM,Amazon.com,Standard,CUST-00219,CT,Fairview,68034,US,USD,5.54,0.0,24.96
114-5162620-3970058,2025-10-18,21:41:25,Shipped,FBA,Amazon.com,Standard,CUST-01452,AZ,Tucson,22237,US,USD,0.0,0.0,98.33
114-6309945-1652579,2025-10-18,21:09:04,Shipped,FBA,Amazon.com,Two-Day,CUST-00822,NY,New York,44875,US,USD,0.0,3.61,144.34
114-8100065-9281651,2025-10-18,18:48:06,Shipped,FBA,Amazon.com,Two-Day,CUST-01045,GA,Macon,20455,US,USD,0.0,0.0,21.66
114-9262295-7450410,2025-10-18,16:36:12,Shipped,FBA,Amazon.com,Standard,CUST-00225,NY,Syracuse,56665,US,USD,0.0,0.0,45.62
114-9959503-9537777,2025-10-18,08:13:29,Shipped,FBA,Amazon.com,Standard,CUST-00111,TX,El Paso,94829,US,USD,0.0,0.0,85.37
114-9983324-8464258,2025-10-18,00:05:10,Shipped,FBM,Amazon.com,Expedited,CUST-01351,MI,Ann Arbor,21974,US,USD,7.72,0.0,72.28
114-2730412-6765842,2025-10-19,14:19:44,Pending,FBA,Amazon.com,Expedited,CUST-00808,MO,Centerville,84135,US,USD,0.0,0.0,195.21
114-3571587-2586409,2025-10-19,05:28:29,Shipped,FBA,Amazon.com,Two-Day,CUST-00785,VA,Richmond,91877,US,USD,0.0,6.38,107.9
114-4027306-8740047,2025-10-19,12:39:56,Shipped,FBA,Amazon.com,Standard,CUST-01706,OH,Toledo,49258,US,USD,0.0,0.0,57.13
114-6707521-2806572,2025-10-19,00:42:32,Shipped,FBA,Amazon.com,Two-Day,CUST-01420,TX,Houston,76155,US,USD,0.0,0.0,17.61
114-6854013-2931710,2025-10-19,00:56:55,Shipped,FBA,Amazon.com,Two-Day,CUST-01420,TX,Houston,76155,US,USD,0.0,0.0,29.77
114-8100485-6508711,2025-10-19,10:47:01,Shipped,FBM,Amazon.com,Standard,CUST-01599,FL,Jacksonville,13777,US,USD,6.0,0.0,66.26
114-1165941-4173279,2025-10-20,23:05:27,Shipped,FBA,Amazon.com,Two-Day,CUST-00446,MD,Springfield,87736,US,USD,0.0,0.0,43.13
114-1270874-2573490,2025-10-20,19:10:13,Shipped,FBA,Amazon.com,Two-Day,CUST-00516,NV,Georgetown,79742,US,USD,0.0,0.0,25.31
114-1352521-3548305,2025-10-20,14:14:53,Shipped,FBA,Amazon.com,Two-Day,CUST-00584,MS,Fairview,46935,US,USD,0.0,0.0,327.04
114-2931889-1312108,2025-10-20,18:41:43,Shipped,FBA,Amazon.com,Standard,CUST-00190,IL,Naperville,87436,US,USD,0.0,0.0,89.73
114-3604669-8356629,2025-10-20,16:34:37,Shipped,FBA,Amazon.com,Two-Day,CUST-01250,CA,San Jose,65584,US,USD,0.0,0.0,111.44
114-3604669-8356629,2025-10-20,16:34:37,Shipped,FBA,Amazon.com,Two-Day,CUST-01250,CA,San Jose,65584,US,USD,0.0,0.0,111.44
114-3924375-1023893,2025-10-20,17:29:02,Shipped,FBA,Amazon.com,Standard,CUST-01635,TN,Nashville,59803,US,USD,0.0,0.0,132.65
114-4735341-9666745,2025-10-20,02:19:56,Shipped,FBA,Amazon.com,Standard,CUST-00143,OK,Springfield,60014,US,USD,0.0,0.0,57.78
114-5622848-5228381,2025-10-20,13:27:08,Shipped,FBA,Amazon.com,Standard,CUST-01099,MA,Worcester,77667,US,USD,0.0,5.33,41.04
114-7160857-4947086,2025-10-20,15:54:41,Shipped,FBA,Amazon.com,Two-Day,CUST-00604,MS,Fairview,83825,US,USD,0.0,0.0,160.85
114-1315114-9892508,2025-10-21,05:26:32,Shipped,FBA,Amazon.com,Standard,CUST-01169,OH,Toledo,95093,US,USD,0.0,0.0,13.44
114-2974711-3574997,2025-10-21,03:31:10,Shipped,FBA,Amazon.com,Expedited,CUST-00045,CT,Springfield,19725,US,USD,0.0,0.0,30.93
114-3034691-5496126,2025-10-21,11:32:45,Shipped,FBA,Amazon.com,Two-Day,CUST-00641,AR,Centerville,24938,US,USD,0.0,0.0,37.17
114-3276207-4565885,2025-10-21,19:36:13,Shipped,FBA,Amazon.com,Two-Day,CUST-01057,VA,Arlington,95890,US,USD,0.0,0.0,27.71
114-5518616-6432543,2025-10-21,16:41:14,Shipped,FBA,Amazon.com,Two-Day,CUST-01734,OK,Centerville,33274,US,USD,0.0,0.0,78.75
114-5687581-9998431,2025-10-21,18:02:37,Shipped,FBA,Amazon.com,Standard,CUST-01515,IN,Georgetown,57203,US,USD,0.0,0.0,70.89
114-6892384-4423948,2025-10-21,13:22:19,Shipped,FBA,Amazon.com,Two-Day,CUST-01595,PA,Philadelphia,15259,US,USD,0.0,0.0,207.8
114-7725217-3071361,2025-10-21,12:08:49,Shipped,FBA,Amazon.com,Two-Day,CUST-01370,LA,Fairview,24003,US,USD,0.0,0.0,207.21
114-1448551-8054731,2025-10-22,07:49:23,Shipped,FBA,Amazon.com,Two-Day,CUST-00468,NJ,Paterson,41524,US,USD,0.0,0.0,18.93
114-2282728-3160782,2025-10-22,15:14:02,Unshipped,FBM,Amazon.com,Standard,CUST-00483,MD,Springfield,48209,US,USD,4.33,0.0,86.55
114-8615569-2146797,2025-10-22,10:28:35,Canceled,FBA,Amazon.com,Two-Day,CUST-00953,OH,Cleveland,60413,US,USD,0.0,1.21,51.37
114-5056217-6847756,2025-10-23,05:51:23,Shipped,FBA,Amazon.com,Two-Day,CUST-00303,NC,Charlotte,72371,US,USD,0.0,0.0,23.08
114-8900187-2975230,2025-10-23,22:21:44,Shipped,FBM,Amazon.com,Standard,CUST-00383,VA,Norfolk,82895,US,USD,7.19,0.0,38.12
114-1075087-6394829,2025-10-24,10:26:32,Shipped,FBA,Amazon.com,Two-Day,CUST-01581,LA,Riverside,59284,US,USD,0.0,2.38,64.06
114-1640552-9927838,2025-10-24,11:48:24,Shipped,FBA,Amazon.com,Two-Day,CUST-00049,PA,Erie,30131,US,USD,0.0,0.77,9.22
114-3352197-8833048,2025-10-24,06:20:17,Shipped,FBA,Amazon.com,Two-Day,CUST-01136,OH,Columbus,60741,US,USD,0.0,0.0,51.76
114-4120277-1514486,2025-10-24,22:36:51,Shipped,FBA,Amazon.com,Two-Day,CUST-00778,NV,Riverside,48554,US,USD,0.0,0.0,113.1
114-4972084-5009415,2025-10-24,20:04:31,Unshipped,FBA,Amazon.com,Standard,CUST-00430,NJ,Paterson,44922,US,USD,0.0,0.0,42.4
114-5649256-2536329,2025-10-24,17:45:46,Shipped,FBA,Amazon.com,Two-Day,CUST-00029,DE,Riverside,33081,US,USD,0.0,1.09,70.77
114-3492388-2305072,2025-10-25,02:12:27,Shipped,FBM,Amazon.com,Standard,CUST-01720,AZ,Phoenix,44800,US,USD,4.21,0.0,58.37
114-4238575-7536220,2025-10-25,07:56:07,Shipped,FBA,Amazon.com,Two-Day,CUST-00816,OR,Centerville,50383,US,USD,0.0,2.68,79.04
114-4987459-1097409,2025-10-25,15:41:32,Shipped,FBA,Amazon.com,Two-Day,CUST-00033,TN,Knoxville,17806,US,USD,0.0,0.0,115.56
114-7275474-8026800,2025-10-25,18:35:04,Unshipped,FBA,Amazon.com,Expedited,CUST-00897,WV,Riverside,96066,US,USD,0.0,0.0,85.08
114-1623816-6642939,2025-10-26,23:48:16,Shipped,FBA,Amazon.com,Standard,CUST-00594,TX,Dallas,89478,US,USD,0.0,0.0,10.4
114-2210028-3955533,2025-10-26,16:04:37,Shipped,FBM,Amazon.com,Standard,CUST-00501,AL,Georgetown,88372,US,USD,6.55,0.0,200.34
114-5764423-9382060,2025-10-26,07:49:24,Shipped,FBA,Amazon.com,Two-Day,CUST-00679,OR,Georgetown,21161,US,USD,0.0,0.0,90.41
114-7649529-8773281,2025-10-26,11:25:00,Shipped,FBA,Amazon.com,Two-Day,CUST-01555,VA,Richmond,79540,US,USD,0.0,0.0,13.26
114-8873534-1395920,2025-10-26,11:32:07,Shipped,FBA,Amazon.com,Two-Day,CUST-00381,GA,Macon,73898,US,USD,0.0,0.0,156.98
114-9318064-7280278,2025-10-26,17:30:18,Shipped,FBA,Amazon.com,Standard,CUST-00808,MO,Centerville,84135,US,USD,0.0,0.0,217.0
114-9435536-2301306,2025-10-26,10:58:20,Shipped,FBA,Amazon.com,Two-Day,CUST-00327,CO,Centerville,27575,US,USD,0.0,0.0,303.69
114-1505537-2675184,2025-10-27,02:22:41,Pending,FBA,Amazon.com,Standard,CUST-01148,OH,Toledo,74927,US,USD,0.0,0.0,27.71
114-1761206-6351268,2025-10-27,22:57:21,Shipped,FBA,Amazon.com,Two-Day,CUST-00381,GA,Macon,73898,US,USD,0.0,17.88,142.71
114-1432966-9710053,2025-10-28,23:31:52,Shipped,FBA,Amazon.com,Two-Day,CUST-00109,AL,Fairview,70853,US,USD,0.0,0.0,238.42
114-1930682-6040881,2025-10-28,15:47:40,Shipped,FBM,Amazon.com,Standard,CUST-01232,FL,Jacksonville,74904,US,USD,4.35,0.0,58.51
114-2373845-3875835,2025-10-28,03:33:01,Shipped,FBA,Amazon.com,Two-Day,CUST-00501,AL,Georgetown,88372,US,USD,0.0,0.0,21.66
114-2990897-2583759,2025-10-28,00:49:42,Shipped,FBA,Amazon.com,Two-Day,CUST-00188,CA,Sacramento,94341,US,USD,0.0,0.0,112.69
114-6779930-7347458,2025-10-28,16:09:27,Shipped,FBA,Amazon.com,Two-Day,CUST-00908,MA,Cambridge,15028,US,USD,0.0,5.18,63.26
114-8115696-8983343,2025-10-28,00:15:18,Shipped,FBM,Amazon.com,Expedited,CUST-00800,NV,Centerville,50824,US,USD,5.12,0.0,26.44
114-9156068-6403625,2025-10-28,16:43:56,Shipped,FBA,Amazon.com,Two-Day,CUST-01405,FL,Jacksonville,18693,US,USD,0.0,0.0,39.53
114-9594812-2619858,2025-10-28,12:18:41,Shipped,FBA,Amazon.com,Two-Day,CUST-01200,AL,Georgetown,38074,US,USD,0.0,0.0,110.91
114-9613285-9408522,2025-10-28,09:04:24,Shipped,FBA,Amazon.com,Expedited,CUST-01748,UT,Fairview,84261,US,USD,0.0,3.21,24.5
114-1435029-9565146,2025-10-29,03:29:59,Shipped,FBM,Amazon.com,Scheduled,CUST-01188,AK,Centerville,78044,US,USD,6.97,0.0,58.32
114-4330078-5257405,2025-10-29,10:14:11,Shipped,FBA,Amazon.com,Expedited,CUST-01278,WV,Georgetown,62527,US,USD,0.0,0.0,171.65
114-5890606-6172427,2025-10-29,08:10:00,Pending,FBM,Amazon.com,Standard,CUST-01513,CA,San Francisco,47023,US,USD,6.54,0.0,95.24
114-7193786-3712051,2025-10-29,01:01:36,Canceled,FBM,Amazon.com,Standard,CUST-01647,GA,Macon,18773,US,USD,5.3,0.0,88.72
114-2861892-4350838,2025-10-30,22:22:29,Shipped,FBA,Amazon.com,Expedited,CUST-00109,AL,Fairview,70853,US,USD,0.0,0.0,205.4
114-4318648-8202822,2025-10-30,06:32:09,Shipped,FBA,Amazon.com,Two-Day,CUST-01236,OH,Cincinnati,27739,US,USD,0.0,0.0,89.67
114-7740917-7509961,2025-10-30,16:42:59,Shipped,FBA,Amazon.com,Standard,CUST-01630,DE,Springfield,37143,US,USD,0.0,0.0,302.08
114-2377645-9461557,2025-10-31,00:22:48,Shipped,FBA,Amazon.com,Two-Day,CUST-00468,NJ,Paterson,41524,US,USD,0.0,0.0,17.84
114-4580672-9433279,2025-10-31,04:13:33,Shipped,FBA,Amazon.com,Two-Day,CUST-01680,AK,Centerville,26326,US,USD,0.0,0.0,51.35
114-6030215-8154964,2025-10-31,15:08:56,Shipped,FBA,Amazon.com,Two-Day,CUST-01006,CT,Centerville,23588,US,USD,0.0,0.0,102.7
114-9102857-1714040,2025-10-31,20:56:18,Shipped,FBA,Amazon.com,Two-Day,CUST-01492,MD,Riverside,39041,US,USD,0.0,0.0,17.61
114-9768429-9793064,2025-10-31,23:16:07,Shipped,FBA,Amazon.com,Standard,CUST-00448,NC,Durham,30677,US,USD,0.0,0.0,283.11
114-1545282-4697270,2025-11-01,07:29:32,Shipped,FBA,Amazon.com,Two-Day,CUST-00170,WI,Centerville,94498,US,USD,0.0,0.0,13.62
114-2968441-5048742,2025-11-01,02:02:34,Shipped,FBA,Amazon.com,Two-Day,CUST-00972,VA,Richmond,98432,US,USD,0.0,0.0,163.6
114-6360170-1065512,2025-11-01,07:26:24,Shipped,FBA,Amazon.com,Two-Day,CUST-00854,ME,Springfield,25380,US,USD,0.0,0.0,62.6
114-7188870-3645228,2025-11-01,19:46:18,Shipped,FBA,Amazon.com,Two-Day,CUST-00709,SD,Georgetown,69497,US,USD,0.0,0.0,193.27
114-7954859-2906849,2025-11-01,21:27:16,Shipped,FBA,Amazon.com,Two-Day,CUST-00188,CA,Sacramento,94341,US,USD,0.0,6.61,104.3
114-8914020-7839128,2025-11-01,05:11:35,Shipped,FBA,Amazon.com,Two-Day,CUST-00985,WY,Riverside,83505,US,USD,0.0,0.0,43.13
114-9837466-2137485,2025-11-01,09:54:01,Shipped,FBA,Amazon.com,Two-Day,CUST-00733,PA,Philadelphia,13890,US,USD,0.0,0.0,34.22
114-1434408-4172705,2025-11-02,03:04:22,Shipped,FBA,Amazon.com,Two-Day,CUST-01508,IN,Centerville,19094,US,USD,0.0,0.0,28.36
114-1869207-1089689,2025-11-02,00:28:42,Shipped,FBM,Amazon.com,Scheduled,CUST-00993,CA,San Francisco,78783,US,USD,6.52,0.0,381.43
114-2307160-1427977,2025-11-02,21:08:59,Pending,FBA,Amazon.com,Two-Day,CUST-01031,NY,Albany,23486,US,USD,0.0,0.0,19.42
114-2573354-8156678,2025-11-02,10:03:16,Shipped,FBA,Amazon.com,Two-Day,CUST-00847,RI,Centerville,61355,US,USD,0.0,0.0,27.96
114-3986429-6032294,2025-11-02,20:44:57,Shipped,FBA,Amazon.com,Two-Day,CUST-01657,UT,Fairview,61724,US,USD,0.0,1.46,87.53
114-6050335-6324069,2025-11-02,04:07:40,Shipped,FBA,Amazon.com,Expedited,CUST-00860,DC,Springfield,52628,US,USD,0.0,0.0,75.67
114-8019404-9309706,2025-11-02,19:32:29,Shipped,FBA,Amazon.com,Standard,CUST-01553,NY,New York,19932,US,USD,0.0,0.0,50.04
114-8295837-8353740,2025-11-02,21:47:01,Shipped,FBA,Amazon.com,Standard,CUST-00808,MO,Centerville,84135,US,USD,0.0,0.0,63.08
114-8881419-1889808,2025-11-02,16:11:08,Shipped,FBA,Amazon.com,Two-Day,CUST-01551,FL,Orlando,71500,US,USD,0.0,0.0,251.8
114-9646009-6357357,2025-11-02,15:36:44,Shipped,FBM,Amazon.com,Standard,CUST-00507,PA,Pittsburgh,13728,US,USD,4.22,0.0,169.54
114-1667591-8590566,2025-11-03,12:10:25,Shipped,FBA,Amazon.com,Two-Day,CUST-01281,TX,Houston,96325,US,USD,0.0,0.0,34.78
114-5561286-1957962,2025-11-03,01:11:29,Canceled,FBM,Amazon.com,Expedited,CUST-00273,OK,Springfield,59514,US,USD,7.42,0.0,47.96
114-6052852-8778526,2025-11-03,03:17:03,Shipped,FBA,Amazon.com,Two-Day,CUST-00930,PA,Pittsburgh,46659,US,USD,0.0,0.0,104.91
114-6102169-5465305,2025-11-03,07:19:23,Pending,FBM,Amazon.com,Expedited,CUST-00239,AZ,Phoenix,56018,US,USD,6.51,0.0,115.33
