asin,month,sessions,page_views,units_ordered,buy_box_percentage
B08B0R5CPH,2026-01,60,79,0,0.62
B08B0R5CPH,2026-02,60,84,0,0.67
B08B0R5CPH,2026-03,56,86,0,0.67
B08B0R5CPH,2026-04,17,25,0,0.6
B08B0R5CPH,2026-05,50,72,0,0.69
B08B0R5CPH,2026-06,5,6,0,0.66
B0M9DY5YFP,2025-01,18,22,1,0.94
B0M9DY5YFP,2025-02,132,153,0,0.89
B0M9DY5YFP,2025-03,41,55,0,0.9
B0M9DY5YFP,2025-04,19,23,1,0.94
B0M9DY5YFP,2025-05,14,16,1,0.99
B0M9DY5YFP,2025-06,14,17,1,0.97
B0M9DY5YFP,2025-07,101,154,0,0.91
B0M9DY5YFP,2025-08,34,50,0,0.88
B0M9DY5YFP,2025-09,116,159,0,0.98
B0M9DY5YFP,2025-10,19,27,1,0.87
B0M9DY5YFP,2025-11,130,168,0,0.94
B0M9DY5YFP,2025-12,17,26,1,0.89
B0M9DY5YFP,2026-01,46,55,0,0.93
B0M9DY5YFP,2026-02,18,21,1,0.96
B0M9DY5YFP,2026-03,83,108,0,0.97
B0M9DY5YFP,2026-04,18,24,1,0.97
B0M9DY5YFP,2026-05,17,25,1,0.92
B0M9DY5YFP,2026-06,149,173,0,0.86
B0S2MJ6SBY,2025-01,28,33,0,0.88
B0S2MJ6SBY,2025-02,108,158,0,0.92
B0S2MJ6SBY,2025-03,45,68,0,0.92
B0S2MJ6SBY,2025-04,114,171,0,0.94
B0S2MJ6SBY,2025-05,65,88,0,0.93
B0S2MJ6SBY,2025-06,33,39,0,0.93
B0S2MJ6SBY,2025-07,124,150,0,0.9
B0S2MJ6SBY,2025-08,1,1,0,0.89
B0S2MJ6SBY,2025-09,99,118,0,0.87
B0S2MJ6SBY,2025-10,44,59,0,0.96
B0S2MJ6SBY,2025-11,13,17,1,0.94
B0S2MJ6SBY,2025-12,25,30,0,0.92
B0S2MJ6SBY,2026-01,45,61,0,1.0
B0S2MJ6SBY,2026-02,12,16,1,0.98
B0S2MJ6SBY,2026-03,35,50,0,0.98
B0S2MJ6SBY,2026-04,69,90,0,0.97
B0S2MJ6SBY,2026-05,22,27,2,0.93
B0S2MJ6SBY,2026-06,57,68,0,0.99
B0FKKPVMZA,2025-01,40,58,5,0.99
B0FKKPVMZA,2025-02,8,11,1,0.98
B0FKKPVMZA,2025-03,28,40,3,0.88
B0FKKPVMZA,2025-04,9,14,1,0.91
B0FKKPVMZA,2025-05,16,24,2,0.92
B0FKKPVMZA,2025-06,24,28,3,0.94
B0FKKPVMZA,2025-07,8,11,1,0.91
B0FKKPVMZA,2025-08,19,26,2,0.87
B0FKKPVMZA,2025-09,29,38,3,0.9
B0FKKPVMZA,2025-10,70,103,7,0.9
B0FKKPVMZA,2025-11,63,86,6,1.0
B0FKKPVMZA,2025-12,20,23,2,0.94
B0FKKPVMZA,2026-01,25,29,3,0.87
B0FKKPVMZA,2026-02,9,14,1,0.98
B0FKKPVMZA,2026-03,61,82,6,0.89
B0FKKPVMZA,2026-04,21,27,2,0.97
B0FKKPVMZA,2026-05,19,28,2,0.91
B0FKKPVMZA,2026-06,26,38,3,0.96
B01U2VVLHF,2025-01,16,22,2,0.95
B01U2VVLHF,2025-02,8,12,1,0.89
B01U2VVLHF,2025-03,8,11,1,0.95
B01U2VVLHF,2025-04,32,46,4,0.98
B01U2VVLHF,2025-05,141,191,0,0.91
B01U2VVLHF,2025-06,102,118,0,0.99
B01U2VVLHF,2025-07,60,71,0,0.95
B01U2VVLHF,2025-08,101,149,0,0.95
B01U2VVLHF,2025-09,14,19,2,0.9
B01U2VVLHF,2025-10,8,10,1,0.89
B01U2VVLHF,2025-11,13,20,2,0.86
B01U2VVLHF,2025-12,6,9,1,0.89
B01U2VVLHF,2026-01,6,8,1,0.99
B01U2VVLHF,2026-02,26,30,4,0.9
B01U2VVLHF,2026-03,23,27,3,0.97
B01U2VVLHF,2026-04,8,10,1,0.96
B01U2VVLHF,2026-05,13,16,2,1.0
B01U2VVLHF,2026-06,7,10,0,0.89
B0C9DBLSN2,2025-01,79,92,0,0.88
B0C9DBLSN2,2025-02,29,43,0,0.87
B0C9DBLSN2,2025-03,45,62,0,0.87
B0C9DBLSN2,2025-04,66,78,0,0.88
B0C9DBLSN2,2025-05,12,16,0,0.92
B0C9DBLSN2,2025-06,130,175,0,0.94
B0C9DBLSN2,2025-07,14,21,1,0.99
B0C9DBLSN2,2025-08,52,77,0,0.9
B0C9DBLSN2,2025-09,149,174,0,0.93
B0C9DBLSN2,2025-10,133,193,0,0.98
B0C9DBLSN2,2025-11,31,46,0,0.96
B0C9DBLSN2,2025-12,86,102,0,0.95
B0C9DBLSN2,2026-01,37,55,0,0.89
B0C9DBLSN2,2026-02,9,14,0,0.96
B0C9DBLSN2,2026-03,66,88,0,0.9
B0C9DBLSN2,2026-04,143,221,0,0.95
B0C9DBLSN2,2026-05,133,182,0,0.96
B0C9DBLSN2,2026-06,105,143,0,0.99
B0DLXACSTN,2025-01,21,30,3,0.96
B0DLXACSTN,2025-02,21,32,3,0.89
B0DLXACSTN,2025-03,26,39,4,0.93
B0DLXACSTN,2025-04,126,167,0,0.99
B0DLXACSTN,2025-05,25,38,4,0.93
B0DLXACSTN,2025-06,6,8,1,0.99
B0DLXACSTN,2025-07,14,19,2,0.87
B0DLXACSTN,2025-08,51,68,7,0.95
B0DLXACSTN,2025-09,32,42,5,0.93
B0DLXACSTN,2025-10,30,35,4,0.91
B0DLXACSTN,2025-11,34,39,5,0.94
B0DLXACSTN,2025-12,23,32,4,0.86
B0DLXACSTN,2026-01,24,28,4,0.94
B0DLXACSTN,2026-02,15,19,2,0.97
B0DLXACSTN,2026-03,31,42,4,0.89
B0DLXACSTN,2026-04,102,151,0,0.9
B0DLXACSTN,2026-05,13,19,2,0.89
B0DLXACSTN,2026-06,51,72,7,0.89
B0Z5ASHJRH,2025-01,100,122,0,0.95
B0Z5ASHJRH,2025-02,29,45,0,0.97
B0Z5ASHJRH,2025-03,57,75,0,0.86
B0Z5ASHJRH,2025-04,93,142,0,0.97
B0Z5ASHJRH,2025-05,25,38,1,0.97
B0Z5ASHJRH,2025-06,21,28,0,0.89
B0Z5ASHJRH,2025-07,23,32,1,0.89
B0Z5ASHJRH,2025-08,37,55,0,0.87
B0Z5ASHJRH,2025-09,9,12,0,0.89
B0Z5ASHJRH,2025-10,84,107,0,0.93
B0Z5ASHJRH,2025-11,57,80,0,0.87
B0Z5ASHJRH,2025-12,45,67,0,0.98
B0Z5ASHJRH,2026-01,33,38,0,0.89
B0Z5ASHJRH,2026-02,10,12,0,0.89
B0Z5ASHJRH,2026-03,71,85,0,1.0
B0Z5ASHJRH,2026-04,42,52,0,0.99
B0Z5ASHJRH,2026-05,105,131,0,0.98
B0Z5ASHJRH,2026-06,114,148,0,0.98
B01CQYLRS7,2025-01,47,71,3,0.9
B01CQYLRS7,2025-02,153,218,10,0.89
B01CQYLRS7,2025-03,122,148,7,0.98
B01CQYLRS7,2025-04,36,42,2,0.87
B01CQYLRS7,2025-05,71,97,5,0.94
B01CQYLRS7,2025-06,52,66,3,0.87
B01CQYLRS7,2025-07,14,17,1,0.92
B01CQYLRS7,2025-08,71,88,4,0.95
B01CQYLRS7,2025-09,105,155,7,0.86
B01CQYLRS7,2025-10,34,51,2,0.88
B01CQYLRS7,2025-11,71,84,4,0.88
B01CQYLRS7,2025-12,66,98,4,0.95
B01CQYLRS7,2026-01,16,22,1,0.94
B01CQYLRS7,2026-02,36,52,2,0.99
B01CQYLRS7,2026-03,46,62,3,0.91
B01CQYLRS7,2026-04,29,37,2,0.97
B01CQYLRS7,2026-05,17,26,1,0.91
B01CQYLRS7,2026-06,69,91,5,0.99
B0HE56LV1G,2025-01,47,71,0,0.95
B0HE56LV1G,2025-02,66,77,9,0.95
B0HE56LV1G,2025-03,74,110,10,0.98
B0HE56LV1G,2025-04,20,28,3,0.89
B0HE56LV1G,2025-05,28,33,4,0.86
B0HE56LV1G,2025-06,43,58,7,0.9
B0HE56LV1G,2025-07,41,61,6,1.0
B0HE56LV1G,2025-08,49,60,6,0.89
B0HE56LV1G,2025-09,55,76,7,0.97
B0HE56LV1G,2025-10,69,97,9,0.94
B0HE56LV1G,2025-11,74,100,10,0.99
B0HE56LV1G,2025-12,69,84,10,0.98
B0HE56LV1G,2026-01,41,63,6,0.96
B0HE56LV1G,2026-02,17,25,2,0.89
B0HE56LV1G,2026-03,35,44,5,0.96
B0HE56LV1G,2026-04,45,61,7,0.92
B0HE56LV1G,2026-05,55,66,7,1.0
B0HE56LV1G,2026-06,45,56,7,0.97
B03WTWXEDC,2025-01,95,142,9,0.9
B03WTWXEDC,2025-02,35,48,3,0.9
B03WTWXEDC,2025-03,64,77,5,0.95
B03WTWXEDC,2025-04,23,33,2,0.9
B03WTWXEDC,2025-05,83,121,8,0.97
B03WTWXEDC,2025-06,109,149,8,0.87
B03WTWXEDC,2025-07,141,200,12,0.87
B03WTWXEDC,2025-08,109,168,8,1.0
B03WTWXEDC,2025-09,32,46,3,0.88
B03WTWXEDC,2025-10,126,158,9,0.95
B03WTWXEDC,2025-11,65,97,5,0.98
B03WTWXEDC,2025-12,134,166,10,0.87
B03WTWXEDC,2026-01,45,60,4,0.9
B03WTWXEDC,2026-02,14,20,1,1.0
B03WTWXEDC,2026-03,53,78,5,0.91
B03WTWXEDC,2026-04,57,69,4,0.97
B03WTWXEDC,2026-05,37,49,3,0.96
B03WTWXEDC,2026-06,84,111,7,0.89
B0XGURFLW0,2025-01,60,81,0,0.59
B0XGURFLW0,2025-02,60,86,0,0.7
B0XGURFLW0,2025-03,60,69,0,0.75
B0XGURFLW0,2025-04,60,88,0,0.61
B0XGURFLW0,2025-05,60,88,0,0.57
B0XGURFLW0,2025-06,60,69,0,0.51
B0XGURFLW0,2025-07,26,36,0,0.5
B0XGURFLW0,2025-08,60,83,0,0.6
B0XGURFLW0,2025-09,60,91,0,0.51
B0XGURFLW0,2025-10,60,71,0,0.71
B0XGURFLW0,2025-11,60,89,0,0.71
B0XGURFLW0,2025-12,18,22,0,0.67
B0XGURFLW0,2026-01,60,88,0,0.82
B0XGURFLW0,2026-02,34,50,0,0.57
B0XGURFLW0,2026-03,53,74,0,0.63
B0XGURFLW0,2026-04,0,0,0,0.56
B0XGURFLW0,2026-05,60,92,0,0.77
B0XGURFLW0,2026-06,4,6,0,0.63
B0M2UGJMKQ,2025-01,69,87,7,0.94
B0M2UGJMKQ,2025-02,9,13,1,0.91
B0M2UGJMKQ,2025-03,40,61,4,0.95
B0M2UGJMKQ,2025-04,28,34,3,0.87
B0M2UGJMKQ,2025-05,46,57,5,0.9
B0M2UGJMKQ,2025-06,27,32,3,0.89
B0M2UGJMKQ,2025-07,17,22,2,0.87
B0M2UGJMKQ,2025-08,20,26,2,0.97
B0M2UGJMKQ,2025-09,9,13,1,0.97
B0M2UGJMKQ,2025-10,34,51,0,0.88
B0M2UGJMKQ,2025-11,61,79,6,0.88
B0M2UGJMKQ,2025-12,20,25,2,0.94
B0M2UGJMKQ,2026-01,82,112,0,0.96
B0M2UGJMKQ,2026-02,31,39,4,0.88
B0M2UGJMKQ,2026-03,50,60,5,0.92
B0M2UGJMKQ,2026-04,50,68,6,0.89
B0M2UGJMKQ,2026-05,58,88,7,0.98
B0M2UGJMKQ,2026-06,8,11,1,0.97
B0SH0V1DCR,2025-01,29,40,2,0.99
B0SH0V1DCR,2025-02,23,32,2,1.0
B0SH0V1DCR,2025-03,25,35,0,0.87
B0SH0V1DCR,2025-04,29,42,2,0.97
B0SH0V1DCR,2025-05,35,44,3,0.97
B0SH0V1DCR,2025-06,20,26,0,0.87
B0SH0V1DCR,2025-07,14,21,1,0.88
B0SH0V1DCR,2025-08,12,18,1,0.98
B0SH0V1DCR,2025-09,30,36,2,0.91
B0SH0V1DCR,2025-10,27,31,2,1.0
B0SH0V1DCR,2025-11,23,28,2,0.93
B0SH0V1DCR,2025-12,14,18,1,0.99
B0SH0V1DCR,2026-01,24,31,2,0.91
B0SH0V1DCR,2026-02,24,35,2,0.98
B0SH0V1DCR,2026-03,28,42,2,0.98
B0SH0V1DCR,2026-04,28,40,0,0.98
B0SH0V1DCR,2026-05,26,33,2,0.86
B0SH0V1DCR,2026-06,133,182,9,0.96
B0FPMT2SF9,2025-01,16,23,2,0.96
B0FPMT2SF9,2025-02,10,13,1,0.93
B0FPMT2SF9,2025-03,67,92,8,0.9
B0FPMT2SF9,2025-04,29,40,3,0.99
B0FPMT2SF9,2025-05,32,40,4,0.89
B0FPMT2SF9,2025-06,44,64,5,0.87
B0FPMT2SF9,2025-07,125,162,14,0.94
B0FPMT2SF9,2025-08,59,89,6,0.98
B0FPMT2SF9,2025-09,34,48,4,1.0
B0FPMT2SF9,2025-10,34,51,4,0.93
B0FPMT2SF9,2025-11,74,87,7,1.0
B0FPMT2SF9,2025-12,39,53,5,1.0
B0FPMT2SF9,2026-01,23,29,3,1.0
B0FPMT2SF9,2026-02,45,63,5,0.93
B0FPMT2SF9,2026-03,9,13,1,0.98
B0FPMT2SF9,2026-04,38,56,5,0.87
B0FPMT2SF9,2026-05,59,80,6,0.92
B0FPMT2SF9,2026-06,31,47,4,0.88
B09V1N9TED,2025-01,22,34,3,0.92
B09V1N9TED,2025-02,17,22,2,0.88
B09V1N9TED,2025-03,24,37,3,0.95
B09V1N9TED,2025-04,43,57,5,0.91
B09V1N9TED,2025-05,42,60,5,0.91
B09V1N9TED,2025-06,23,28,3,0.92
B09V1N9TED,2025-07,7,10,1,0.88
B09V1N9TED,2025-08,18,28,2,0.87
B09V1N9TED,2025-09,7,8,1,0.98
B09V1N9TED,2025-10,8,9,1,0.96
B09V1N9TED,2025-11,30,45,4,0.99
B09V1N9TED,2025-12,69,84,0,0.91
B09V1N9TED,2026-01,8,11,1,0.87
B09V1N9TED,2026-02,7,8,1,0.86
B09V1N9TED,2026-03,17,25,2,0.92
B09V1N9TED,2026-04,23,34,3,0.91
B09V1N9TED,2026-05,39,56,5,0.92
B09V1N9TED,2026-06,17,24,2,0.89
B02LTJA2NA,2025-01,98,122,0,0.87
B02LTJA2NA,2025-02,47,59,2,0.91
B02LTJA2NA,2025-03,56,78,3,0.88
B02LTJA2NA,2025-04,46,62,2,0.96
B02LTJA2NA,2025-05,23,35,1,0.93
B02LTJA2NA,2025-06,17,22,1,0.98
B02LTJA2NA,2025-07,79,121,4,0.95
B02LTJA2NA,2025-08,22,32,1,0.98
B02LTJA2NA,2025-09,82,96,4,0.89
B02LTJA2NA,2025-10,38,57,2,0.89
B02LTJA2NA,2025-11,211,295,9,0.91
B02LTJA2NA,2025-12,115,168,5,0.88
B02LTJA2NA,2026-01,57,66,3,0.92
B02LTJA2NA,2026-02,22,29,1,0.94
B02LTJA2NA,2026-03,138,212,6,0.91
B02LTJA2NA,2026-04,115,168,5,0.93
B02LTJA2NA,2026-05,22,28,1,0.94
B02LTJA2NA,2026-06,38,58,2,0.88
B0E48MCY15,2025-01,19,23,1,0.93
B0E48MCY15,2025-02,96,120,5,0.91
B0E48MCY15,2025-03,85,115,4,0.89
B0E48MCY15,2025-04,124,147,7,0.99
B0E48MCY15,2025-05,101,140,5,0.95
B0E48MCY15,2025-06,32,49,2,0.93
B0E48MCY15,2025-07,37,57,2,0.92
B0E48MCY15,2025-08,117,180,0,0.89
B0E48MCY15,2025-09,80,105,0,0.88
B0E48MCY15,2025-10,107,139,5,0.86
B0E48MCY15,2025-11,49,60,3,0.88
B0E48MCY15,2025-12,139,194,7,0.92
B0E48MCY15,2026-01,18,24,1,0.87
B0E48MCY15,2026-02,22,32,1,0.87
B0E48MCY15,2026-03,65,77,3,0.88
B0E48MCY15,2026-04,33,44,2,0.97
B0E48MCY15,2026-05,18,26,1,0.88
B0E48MCY15,2026-06,152,207,7,0.93
B06HX4SP7L,2025-01,10,14,1,0.62
B06HX4SP7L,2025-02,60,73,0,0.54
B06HX4SP7L,2025-03,0,0,0,0.85
B06HX4SP7L,2025-04,60,81,0,0.73
B06HX4SP7L,2025-05,26,32,0,0.51
B06HX4SP7L,2025-06,58,82,0,0.69
B06HX4SP7L,2025-07,60,71,0,0.61
B06HX4SP7L,2025-08,60,91,0,0.54
B06HX4SP7L,2025-09,10,14,1,0.56
B06HX4SP7L,2025-10,60,81,0,0.73
B06HX4SP7L,2025-11,20,30,0,0.63
B06HX4SP7L,2025-12,21,25,0,0.6
B06HX4SP7L,2026-01,60,92,0,0.72
B06HX4SP7L,2026-02,60,88,0,0.84
B06HX4SP7L,2026-03,11,17,1,0.51
B06HX4SP7L,2026-04,60,74,0,0.58
B06HX4SP7L,2026-05,23,33,0,0.76
B06HX4SP7L,2026-06,39,54,0,0.53
B0NQJ9A5QP,2025-01,74,95,8,0.96
B0NQJ9A5QP,2025-02,109,168,11,0.98
B0NQJ9A5QP,2025-03,72,85,6,0.88
B0NQJ9A5QP,2025-04,192,288,16,0.92
B0NQJ9A5QP,2025-05,195,272,16,0.94
B0NQJ9A5QP,2025-06,92,118,10,0.96
B0NQJ9A5QP,2025-07,80,123,8,0.87
B0NQJ9A5QP,2025-08,113,135,10,0.9
B0NQJ9A5QP,2025-09,44,68,4,0.96
B0NQJ9A5QP,2025-10,95,126,9,0.93
B0NQJ9A5QP,2025-11,193,232,21,0.95
B0NQJ9A5QP,2025-12,244,322,23,0.91
B0NQJ9A5QP,2026-01,23,27,2,0.9
B0NQJ9A5QP,2026-02,91,108,8,0.98
B0NQJ9A5QP,2026-03,78,119,7,0.86
B0NQJ9A5QP,2026-04,71,105,6,0.94
B0NQJ9A5QP,2026-05,81,93,7,0.99
B0NQJ9A5QP,2026-06,138,172,12,0.88
B0TJL2AZQH,2025-01,32,45,0,0.96
B0TJL2AZQH,2025-02,2,3,0,0.89
B0TJL2AZQH,2025-03,6,9,1,0.89
B0TJL2AZQH,2025-04,7,9,1,0.94
B0TJL2AZQH,2025-05,26,32,0,0.9
B0TJL2AZQH,2025-06,70,95,0,0.96
B0TJL2AZQH,2025-07,69,106,0,0.96
B0TJL2AZQH,2025-08,53,69,0,0.87
B0TJL2AZQH,2025-09,97,119,0,0.94
B0TJL2AZQH,2025-10,100,125,0,0.94
B0TJL2AZQH,2025-11,41,62,0,0.91
B0TJL2AZQH,2025-12,19,23,3,0.92
B0TJL2AZQH,2026-01,107,148,0,0.99
B0TJL2AZQH,2026-02,72,96,0,0.92
B0TJL2AZQH,2026-03,146,189,0,0.88
B0TJL2AZQH,2026-04,119,167,0,0.97
B0TJL2AZQH,2026-05,8,10,1,0.93
B0TJL2AZQH,2026-06,8,12,1,0.93
B0M6YEW145,2025-01,68,97,8,0.9
B0M6YEW145,2025-02,9,11,1,0.89
B0M6YEW145,2025-03,85,117,9,0.9
B0M6YEW145,2025-04,29,40,4,0.97
B0M6YEW145,2025-05,34,51,4,0.93
B0M6YEW145,2025-06,28,39,3,0.99
B0M6YEW145,2025-07,35,46,4,0.9
B0M6YEW145,2025-08,37,52,4,0.99
B0M6YEW145,2025-09,8,10,1,0.87
B0M6YEW145,2025-10,32,40,4,0.93
B0M6YEW145,2025-11,29,41,4,0.97
B0M6YEW145,2025-12,53,81,6,0.94
B0M6YEW145,2026-01,49,59,7,0.92
B0M6YEW145,2026-02,8,12,1,0.87
B0M6YEW145,2026-03,66,98,8,0.99
B0M6YEW145,2026-04,32,40,4,0.95
B0M6YEW145,2026-05,15,19,2,0.89
B0M6YEW145,2026-06,37,45,4,0.94
B0J4AJH5Y5,2025-01,14,21,2,0.98
B0J4AJH5Y5,2025-02,9,14,1,0.9
B0J4AJH5Y5,2025-03,33,44,4,0.99
B0J4AJH5Y5,2025-04,22,27,3,0.93
B0J4AJH5Y5,2025-05,21,29,3,0.9
B0J4AJH5Y5,2025-06,47,58,0,0.94
B0J4AJH5Y5,2025-07,8,10,1,0.86
B0J4AJH5Y5,2025-08,26,37,3,0.95
B0J4AJH5Y5,2025-09,30,38,0,0.91
B0J4AJH5Y5,2025-10,23,35,3,0.9
B0J4AJH5Y5,2025-11,21,28,3,0.93
B0J4AJH5Y5,2025-12,27,33,4,0.97
B0J4AJH5Y5,2026-01,51,77,7,0.96
B0J4AJH5Y5,2026-02,15,17,2,0.89
B0J4AJH5Y5,2026-03,15,20,2,1.0
B0J4AJH5Y5,2026-04,8,11,1,0.96
B0J4AJH5Y5,2026-05,8,11,1,0.93
B0J4AJH5Y5,2026-06,26,35,3,1.0
B0M1WJMA8T,2025-01,39,47,4,0.87
B0M1WJMA8T,2025-02,8,12,1,0.99
B0M1WJMA8T,2025-03,20,24,2,0.97
B0M1WJMA8T,2025-04,10,15,1,0.9
B0M1WJMA8T,2025-05,10,13,1,0.91
B0M1WJMA8T,2025-06,27,40,3,0.99
B0M1WJMA8T,2025-07,24,29,3,0.9
B0M1WJMA8T,2025-08,38,57,4,0.91
B0M1WJMA8T,2025-09,30,40,4,0.9
B0M1WJMA8T,2025-10,56,66,6,0.94
B0M1WJMA8T,2025-11,55,65,6,0.91
B0M1WJMA8T,2025-12,50,71,5,0.99
B0M1WJMA8T,2026-01,37,54,4,0.94
B0M1WJMA8T,2026-02,28,42,3,0.99
B0M1WJMA8T,2026-03,23,30,3,0.97
B0M1WJMA8T,2026-04,18,24,2,0.89
B0M1WJMA8T,2026-05,10,13,1,0.96
B0M1WJMA8T,2026-06,35,54,0,0.9
B0AZBDRH38,2025-01,23,34,2,0.92
B0AZBDRH38,2025-02,74,107,7,0.93
B0AZBDRH38,2025-03,77,99,6,0.96
B0AZBDRH38,2025-04,85,102,7,0.99
B0AZBDRH38,2025-05,125,152,10,0.92
B0AZBDRH38,2025-06,22,26,2,0.9
B0AZBDRH38,2025-07,120,167,11,0.93
B0AZBDRH38,2025-08,118,157,12,0.91
B0AZBDRH38,2025-09,76,90,7,0.95
B0AZBDRH38,2025-10,113,172,12,0.87
B0AZBDRH38,2025-11,75,90,7,0.96
B0AZBDRH38,2025-12,50,59,5,0.95
B0AZBDRH38,2026-01,39,49,4,0.97
B0AZBDRH38,2026-02,40,61,4,0.88
B0AZBDRH38,2026-03,51,78,5,0.94
B0AZBDRH38,2026-04,33,50,3,0.91
B0AZBDRH38,2026-05,46,58,4,0.97
B0AZBDRH38,2026-06,43,61,4,0.86
B0TXQ65ZFV,2025-01,101,136,6,0.89
B0TXQ65ZFV,2025-02,68,100,4,0.93
B0TXQ65ZFV,2025-03,100,140,6,0.98
B0TXQ65ZFV,2025-04,193,283,12,0.95
B0TXQ65ZFV,2025-05,72,102,5,0.88
B0TXQ65ZFV,2025-06,111,136,7,0.96
B0TXQ65ZFV,2025-07,218,277,14,0.98
B0TXQ65ZFV,2025-08,92,137,7,0.98
B0TXQ65ZFV,2025-09,152,203,12,0.97
B0TXQ65ZFV,2025-10,64,97,5,0.88
B0TXQ65ZFV,2025-11,230,330,17,0.99
B0TXQ65ZFV,2025-12,190,278,11,0.93
B0TXQ65ZFV,2026-01,37,48,3,1.0
B0TXQ65ZFV,2026-02,130,188,9,0.91
B0TXQ65ZFV,2026-03,130,197,9,0.92
B0TXQ65ZFV,2026-04,77,109,5,0.88
B0TXQ65ZFV,2026-05,99,114,8,0.99
B0TXQ65ZFV,2026-06,175,243,11,0.88
B0N90348CD,2025-01,264,406,15,0.89
B0N90348CD,2025-02,83,106,4,0.9
B0N90348CD,2025-03,133,176,7,0.89
B0N90348CD,2025-04,147,173,7,0.98
B0N90348CD,2025-05,122,146,7,0.98
B0N90348CD,2025-06,222,257,11,0.88
B0N90348CD,2025-07,91,131,5,0.87
B0N90348CD,2025-08,120,140,7,0.95
B0N90348CD,2025-09,76,100,5,0.99
B0N90348CD,2025-10,112,149,7,0.97
B0N90348CD,2025-11,126,164,7,0.97
B0N90348CD,2025-12,274,404,14,0.87
B0N90348CD,2026-01,112,142,6,0.93
B0N90348CD,2026-02,101,146,5,0.97
B0N90348CD,2026-03,101,122,6,0.97
B0N90348CD,2026-04,64,77,4,0.87
B0N90348CD,2026-05,104,143,5,0.95
B0N90348CD,2026-06,118,176,7,0.91
B0LD11QTH5,2025-01,8,11,0,0.99
B0LD11QTH5,2025-02,11,17,1,0.92
B0LD11QTH5,2025-03,87,119,0,0.87
B0LD11QTH5,2025-04,19,25,0,0.87
B0LD11QTH5,2025-05,39,48,0,0.9
B0LD11QTH5,2025-06,19,27,0,0.89
B0LD11QTH5,2025-07,14,21,0,0.89
B0LD11QTH5,2025-08,68,98,0,0.93
B0LD11QTH5,2025-09,61,80,0,0.96
B0LD11QTH5,2025-10,123,189,0,0.92
B0LD11QTH5,2025-11,42,54,0,0.97
B0LD11QTH5,2025-12,138,188,0,0.95
B0LD11QTH5,2026-01,102,123,0,0.86
B0LD11QTH5,2026-02,119,161,0,0.9
B0LD11QTH5,2026-03,78,109,0,0.93
B0LD11QTH5,2026-04,113,131,0,0.89
B0LD11QTH5,2026-05,93,128,0,0.96
B0LD11QTH5,2026-06,3,4,0,0.96
B0GKG0B3EA,2025-01,41,50,4,0.97
B0GKG0B3EA,2025-02,4,5,0,0.99
B0GKG0B3EA,2025-03,82,116,0,0.95
B0GKG0B3EA,2025-04,22,33,2,0.94
B0GKG0B3EA,2025-05,30,45,3,0.92
B0GKG0B3EA,2025-06,19,24,2,0.98
B0GKG0B3EA,2025-07,26,37,0,0.99
B0GKG0B3EA,2025-08,10,15,0,0.98
B0GKG0B3EA,2025-09,137,212,0,0.98
B0GKG0B3EA,2025-10,22,28,2,0.96
B0GKG0B3EA,2025-11,32,41,3,0.9
B0GKG0B3EA,2025-12,20,30,2,0.93
B0GKG0B3EA,2026-01,34,53,0,0.89
B0GKG0B3EA,2026-02,11,14,1,0.87
B0GKG0B3EA,2026-03,86,116,0,0.92
B0GKG0B3EA,2026-04,124,192,0,0.92
B0GKG0B3EA,2026-05,36,44,4,0.98
B0GKG0B3EA,2026-06,145,207,0,0.89
B05P1Y30A5,2025-01,57,81,7,0.95
B05P1Y30A5,2025-02,7,9,1,0.96
B05P1Y30A5,2025-03,51,74,8,0.87
B05P1Y30A5,2025-04,14,17,2,0.9
B05P1Y30A5,2025-05,27,35,4,0.96
B05P1Y30A5,2025-06,108,154,13,0.94
B05P1Y30A5,2025-07,81,93,12,0.97
B05P1Y30A5,2025-08,61,91,7,1.0
B05P1Y30A5,2025-09,17,25,2,0.88
B05P1Y30A5,2025-10,66,101,8,0.92
B05P1Y30A5,2025-11,77,105,12,0.98
B05P1Y30A5,2025-12,58,80,7,0.92
B05P1Y30A5,2026-01,39,46,6,0.87
B05P1Y30A5,2026-02,83,97,11,0.96
B05P1Y30A5,2026-03,47,69,7,0.88
B05P1Y30A5,2026-04,61,73,9,0.94
B05P1Y30A5,2026-05,54,62,7,0.9
B05P1Y30A5,2026-06,101,126,12,0.87
B0CYFJJNVP,2025-01,16,24,2,0.98
B0CYFJJNVP,2025-02,54,71,0,0.94
B0CYFJJNVP,2025-03,19,24,3,0.94
B0CYFJJNVP,2025-04,44,61,0,0.95
B0CYFJJNVP,2025-05,40,55,0,0.94
B0CYFJJNVP,2025-06,26,34,0,0.95
B0CYFJJNVP,2025-07,67,82,0,0.86
B0CYFJJNVP,2025-08,111,134,0,0.87
B0CYFJJNVP,2025-09,124,174,0,0.93
B0CYFJJNVP,2025-10,48,71,6,0.95
B0CYFJJNVP,2025-11,150,227,0,0.87
B0CYFJJNVP,2025-12,19,28,3,0.94
B0CYFJJNVP,2026-01,23,28,4,0.98
B0CYFJJNVP,2026-02,15,20,2,0.87
B0CYFJJNVP,2026-03,136,191,0,0.93
B0CYFJJNVP,2026-04,8,11,1,0.93
B0CYFJJNVP,2026-05,47,62,0,0.93
B0CYFJJNVP,2026-06,38,49,0,1.0
B0PGGKXQ9K,2025-01,24,30,3,0.9
